PLAYER_ID,PLAYER_NAME,MIN_TOTAL,PTS,REB,AST,STL,BLK,FG_PCT,FG3_PCT,FT_PCT,TOV,PF,USAGE_RATE,DWS,OWS,PLUS_MINUS,PER,TS_PCT,WS_48,BPM,WIN_PCT,NET_RATING
1,Player_001,285.90721517359805,-0.02527354667787529,1.6732736955055318,0.9207074945980573,1.1235183537540436,0.9213173278141745,0.4655654119165166,0.3574274923746771,0.8020119648047767,1.282400723852086,2.740461479100011,8.815204181570552,0.4947939175642586,0.8698284475395104,2.14191555051839,5.626753051706967,0.5028149052874968,0.22910185559748564,1.09013442762051,0.34370593035884783,-3.802241317410511
2,Player_002,510.92330245556326,7.653916722880648,1.0939677363648614,0.8983038238116375,0.8854784751156894,1.008137195088953,0.4709087609670917,0.2752189196395896,0.8081265972618816,0.45209036178225104,2.396813550838637,14.367826047546576,0.18887001687617921,0.24121594910287927,-1.0620128690309838,9.189071261066953,0.5483710257972125,0.040405529103441695,-0.6012881902068969,0.5027529024734158,2.2976023015048312
3,Player_003,1424.3506437259023,14.6562332959172,6.153425923372513,6.185482303104887,1.6676536099319024,0.5818552426800088,0.4573451862379136,0.3049646277626558,0.8549616962926717,2.0094441691483684,2.2763040381657387,21.525478586165683,2.635107121377429,3.7078567020307567,-1.6525012658136613,15.312597350723797,0.5351654894771716,0.2137551345693657,0.6019209401483289,0.4601463007304152,4.120825961489777
4,Player_004,2381.922296457781,18.466097109014257,4.066245029028849,1.5856446818019865,0.5820144868589123,0,0.44709211173536223,0.33924729752695826,0.7349632844402482,1.3700192364455275,1.5652756710606652,22.329018092464437,2.445336842650486,1.7110474855919775,-2.941918534156024,16.37903635378599,0.4948575024807762,0.08375858778110835,-1.7509654511866273,0.5505934731321324,1.866529847593035
5,Player_005,758.9390742474774,7.317811092304121,1.8050189609421454,1.4999794827130242,1.6555660061303485,0.09487683137308733,0.5278319754637069,0.3394703152083537,0.7127395101118709,0.43771140756197574,2.4827492732385177,12.704487644399142,0.13046351547979507,0.7303301000474713,0.01633955770072948,8.105525980819674,0.5851381444073032,0.054441911014105525,-2.878008577187143,0.4145385915821409,-5.196629761112032
6,Player_006,1920.6719136281524,21.715152127177838,4.144142984023615,2.3647092757648602,1.1494634712359846,0.03309795128572379,0.3808056022942697,0.4105330772309688,0.7067036177969829,0.44885576048775566,2.323506683758347,22.153070317518704,2.4881036928982168,2.0470120742110405,-0.08507345381674791,16.030121003129306,0.5153461531850424,0.11333823089547657,2.85025348137593,0.6251851605893715,5.360368882851172
7,Player_007,306.32352949567155,4.715597793038352,1.736828020923167,1.2946342016409123,0.23777474292863654,0,0.4023067621117287,0.32496310565854497,0.9442120948456243,0.829634928169366,2.0795950306363844,13.062464198252988,0.8517991479013975,1.2428301905454546,-2.4225254726404533,7.115409043030292,0.507174328200354,0.3,-2.899013091159907,0.35125616030389173,-1.4038171782660105
8,Player_008,565.334034413145,3.843145760853662,1.2497466034318048,1.2128609289184453,1.0417295467444063,0.1438886644525541,0.42732896364063583,0.37666416470063424,0.6520181814018935,1.5563395178289348,2.1792828611124806,12.894637535074649,0.5398765130965899,0.41464006379737745,-1.330066150716621,5,0.5763539816813318,0.0810437597985258,0.17669412031895243,0.5344352968955081,-0.008069641813545803
9,Player_009,3277.7575431906325,22.04919476987109,4.807438566228752,5.072080529421112,0.8313816362658147,0.6120254009761427,0.4574928230600194,0.30906206885879944,0.6969993594634355,2.2379255929495505,1.3026972191642088,26.98446144800659,4.00542345946827,3.9101992433628525,2.802546917530091,22.08382512097283,0.5907694617272155,0.11591763110277013,4.554892224603446,0.5773820291105043,8.806315572691199
10,Player_010,912.7407886913343,6.554354760131943,5.24820919985744,1.2487701474346826,1.2107248373802704,0.5827765955836947,0.4376079324694365,0.3083279818784581,0.8691148385470094,1.9790544113113202,2.0143533293292086,12.467241020561078,1.3350051502330091,1.3889831329739135,-0.9256963603465896,13.890473010358829,0.4579427966547328,0.14325144577071058,-3.721158779467146,0.5440506834969908,-3.246434399661339
11,Player_011,2329.977652705356,21.944387113310984,4.173733558910941,3.6672489205619243,1.1642129387445506,0.8608391233024157,0.49574160274866186,0.3694853943043796,0.8129133082562874,3.372137192687009,2.3379232655261317,24.105820228023862,3.81448222583528,5.405239729223069,3.9652112419422845,21.887004671622858,0.5332718045515691,0.18993600789645185,4.6993554130821575,0.5882453892298143,2.0006331075906507
12,Player_012,2787.2889296124986,20.911037907256734,10.629585338546958,6.250616892459823,0.811677131813935,0.7527023424655461,0.4378593753234813,0.40843024408455664,0.7063102088840405,2.577639927804808,1.8281265910201334,28.436461647512623,2.718355181471055,3.231073702301129,6.655589219388755,24.425213244289033,0.5098812426265422,0.10245532258500606,6.857571858466124,0.7694611315492134,3.6663538330505223
13,Player_013,1537.483516020188,15.74654295077249,5.601104181360052,4.230878373317793,1.039344374882873,0.6465964948477362,0.49806009346059626,0.34813867455904873,0.7816642697252655,1.5722998026944197,2.4955381433317347,16.39528529711598,1.9138468619056606,2.0562626472617973,0.5935616013873231,14.606504273385726,0.5164481989354944,0.12394621110040945,1.6090845049145237,0.43675009755619765,-0.9707438803547814
14,Player_014,647.562126423468,10.172972024264212,2.405645110000184,1.2283047261403142,1.71257350709995,0.4001379201428555,0.35396447552621313,0.32201829050444053,0.7238689454128899,1.2896893055788823,1.6162472883769377,10.959831397388978,0.23424652970510143,0.5012759427551996,-2.5414290955546597,11.397422467601467,0.53932030979702,0.05451998694408971,-3.195928663705385,0.5613469530605254,-4.085038733209183
15,Player_015,794.0031374085731,4.019487160413196,3.2106117089170128,0.9768027924950523,1.6081105739582837,0.2649704693467465,0.4258364351523682,0.4644530315520619,0.5974795138543944,1.087564590563183,1.7885360602233367,9.184956827641443,0.6478259657305432,0.9209993046399578,-2.1422408149519256,8.571304532372759,0.5959606240246377,0.09484044763797299,0.41864064120945044,0.3593824915265513,-4.9591635560233724
